Object Reference,Alarm,Manual,Commissioned,Site,Device Name,Device,Name,Value,Status,Timed_Override_Active
//Benson House/108.AV10,,,,Benson House,FCU008,108,FCU008_Fan 4 Current Air Volume,42.0 L/s,,
//Benson House/108.AV1001,,,,Benson House,FCU008,108,FCU Comfort KPI Score (Yesterday),96%,,
//Benson House/108.AV1002,,,,Benson House,FCU008,108,FCU Comfort KPI Score (Live),91%,,
//Benson House/108.AV1003,,,,Benson House,FCU008,108,Cooling Valve Unstick Position,75.00%,,
//Benson House/108.AV1004,,,,Benson House,FCU008,108,Heating Valve Unstick Position,55.00%,,
//Benson House/108.AV1005,,,,Benson House,FCU008,108,Random,0.0267,,
//Benson House/108.AV1006,,,,Benson House,FCU008,108,FCU Comfort KPI Score (Week),100.00%,,
//Benson House/108.AV1007,,,,Benson House,FCU008,108,Daily Heating Valve Travel Time,0.16 H,,
//Benson House/108.AV1008,,,,Benson House,FCU008,108,Daily Cooling Valve Travel Time,1.62 H,,
//Benson House/108.AV1009,,,,Benson House,FCU008,108,Valve Travel Time (Live),1.77 H,,
//Benson House/108.AV1010,,,,Benson House,FCU008,108,Valve Travel Time (Yesterday),3.90 H,,
//Benson House/108.AV1011,,,,Benson House,FCU008,108,Valve Travel Time (This Week),15.26 H,,
//Benson House/108.AV1012,,,,Benson House,FCU008,108,Valve Travel Time (Last Week),41.75 H,,
//Benson House/108.AV1013,,,,Benson House,FCU008,108,Valve Travel Time (This Month),1878.34 H,,
//Benson House/108.AV1014,,,,Benson House,FCU008,108,Valve Travel Time (Last Month),3777.66 H,,
//Benson House/108.AV1015,,,,Benson House,FCU008,108,FCU Comfort KPI Score (Month),100.00%,,
//Benson House/108.AV1016,,,,Benson House,FCU008,108,FCU Saturation KPI (Minutes to SP),21 min,,
//Benson House/108.AV1017,,,,Benson House,FCU008,108,FCU Saturation KPI (Yesterday),26.0 min,,
//Benson House/108.AV11,,,,Benson House,FCU008,108,FCU008_Operating Setpoint,21.0 °C,,
//Benson House/108.AV12,,,,Benson House,FCU008,108,FCU008_Master Setpoint,21.0 °C,,
//Benson House/108.AV13,,,,Benson House,FCU008,108,FCU008_Overall Fan Speed,70.00%,,
//Benson House/108.AV14,,,,Benson House,FCU008,108,Heating Element Output,-2.00%,,
//Benson House/108.AV15,,,,Benson House,FCU008,108,Room Relative Humidity,-2.0 %RH,,
//Benson House/108.AV16,,,,Benson House,FCU008,108,Room CO2 Level,-2.0 ppm,,
//Benson House/108.AV17,,,,Benson House,FCU008,108,FCU008_Specific Fan Power,2.6 W,,
//Benson House/108.AV18,,,,Benson House,FCU008,108,FCU008_Power Consumption,484.2 W,,
//Benson House/108.AV19,,,,Benson House,FCU008,108,FCU008_Current Thermal Output,-0.6 kW,,
//Benson House/108.AV2,,,,Benson House,FCU008,108,Supply Air Temperature,19.3 °C,,
//Benson House/108.AV20,,,,Benson House,FCU008,108,Master Alarm Code,0,,
//Benson House/108.AV201,,,,Benson House,FCU008,108,FCU008_Design Total Air Volume,240.0 L/s,,
//Benson House/108.AV202,,,,Benson House,FCU008,108,Fan Setback Factor,70.00%,,
//Benson House/108.AV203,,,,Benson House,FCU008,108,FCU008_Heating Valve Design Flow Rate,0.1520 L/s,,
//Benson House/108.AV204,,,,Benson House,FCU008,108,FCU008_Cooling Valve Design Flow Rate,0.0380 L/s,,
//Benson House/108.AV205,,,,Benson House,FCU008,108,EVO Fan Voltage for Design Airflow,-2.0 V,,
//Benson House/108.AV206,,,,Benson House,FCU008,108,Maximum Allowed Airflow Per Fan,150.0 L/s,,
//Benson House/108.AV207,,,,Benson House,FCU008,108,FCU008_Fan 1 Design Air Volume,60.0 L/s,,
//Benson House/108.AV208,,,,Benson House,FCU008,108,FCU008_Fan 2 Design Air Volume,60.0 L/s,,
//Benson House/108.AV209,,,,Benson House,FCU008,108,FCU008_Fan 3 Design Air Volume,60.0 L/s,,
//Benson House/108.AV210,,,,Benson House,FCU008,108,FCU008_Fan 4 Design Air Volume,60.0 L/s,,
//Benson House/108.AV211,,,,Benson House,FCU008,108,Fabric Protection Setpoint,12.0 °C,,
//Benson House/108.AV212,,,,Benson House,FCU008,108,PIR Activation Delay,0.5 min,,
//Benson House/108.AV213,,,,Benson House,FCU008,108,PIR Inactivation Delay,30.0 min,,
//Benson House/108.AV214,,,,Benson House,FCU008,108,Design Heating Duty,4.0 kW,,
//Benson House/108.AV215,,,,Benson House,FCU008,108,Design Cooling Duty,4.0 kW,,
//Benson House/108.AV216,,,,Benson House,FCU008,108,Minimum Allowed Airflow Per Fan,30.0 L/s,,
//Benson House/108.AV217,,,,Benson House,FCU008,108,FCU008_Fan 1 Setback Air Volume,42.0 L/s,,
//Benson House/108.AV218,,,,Benson House,FCU008,108,FCU008_Fan 2 Setback Air Volume,42.0 L/s,,
//Benson House/108.AV219,,,,Benson House,FCU008,108,FCU008_Fan 3 Setback Air Volume,42.0 L/s,,
//Benson House/108.AV220,,,,Benson House,FCU008,108,FCU008_Fan 4 Setback Air Volume,42.0 L/s,,
//Benson House/108.AV227,,,,Benson House,FCU008,108,Fan 1 Trim,100.00%,,
//Benson House/108.AV228,,,,Benson House,FCU008,108,Fan 2 Trim,100.00%,,
//Benson House/108.AV229,,,,Benson House,FCU008,108,Fan 3 Trim,100.00%,,
//Benson House/108.AV230,,,,Benson House,FCU008,108,Fan 4 Trim,100.00%,,
//Benson House/108.AV231,,,,Benson House,FCU008,108,Control Temperature Sensor Offset,0.0 °C,,
//Benson House/108.AV232,,,,Benson House,FCU008,108,Supply Air Temperature Sensor Offset,0.0 °C,,
//Benson House/108.AV233,,,,Benson House,FCU008,108,Heating Valve Trim,100.00%,,
//Benson House/108.AV234,,,,Benson House,FCU008,108,Cooling Valve Trim,100.00%,,
//Benson House/108.AV235,,,,Benson House,FCU008,108,Heating Branch Trim,100.00%,,
//Benson House/108.AV236,,,,Benson House,FCU008,108,Cooling Branch Trim,100.00%,,
//Benson House/108.AV246,,,,Benson House,FCU008,108,Supply Air High Limit,35.9 °C,,
//Benson House/108.AV248,,,,Benson House,FCU008,108,Supply Air Low Limit,12.0 °C,,
//Benson House/108.AV250,,,,Benson House,FCU008,108,Setpoint Pot Lower Limit,0.0 k?,,
//Benson House/108.AV251,,,,Benson House,FCU008,108,Setpoint Pot Upper Limit,6.0 k?,,
//Benson House/108.AV252,,,,Benson House,FCU008,108,Setpoint Adjustment Range,6.0 °C,,
//Benson House/108.AV253,,,,Benson House,FCU008,108,BACstat Timeout Period,60.0 min,,
//Benson House/108.AV254,,,,Benson House,FCU008,108,Maximum Valve Position During Boost,120.00%,,
//Benson House/108.AV255,,,,Benson House,FCU008,108,Maximum Fan Speed During Boost,100.00%,,
//Benson House/108.AV256,,,,Benson House,FCU008,108,Boost Mode Delay,30.0 min,,
//Benson House/108.AV261,,,,Benson House,FCU008,108,FCU008_Occupied Dead Band,0.5 °C,,
//Benson House/108.AV262,,,,Benson House,FCU008,108,FCU008_Unoccupied Dead Band,1.5 °C,,
//Benson House/108.AV263,,,,Benson House,FCU008,108,FCU008_Occupied Valve Proportional Band,1.0 °C,,
//Benson House/108.AV264,,,,Benson House,FCU008,108,FCU008_Unoccupied Valve Proportional Band,2.0 °C,,
//Benson House/108.AV265,,,,Benson House,FCU008,108,FCU008_Occupied Fan Proportional Band,1.0 °C,,
//Benson House/108.AV266,,,,Benson House,FCU008,108,FCU008_Unoccupied Fan Proportional Band,2.0 °C,,
//Benson House/108.AV267,,,,Benson House,FCU008,108,Boost Proportional Band,1.0 °C,,
//Benson House/108.AV3,,,,Benson House,FCU008,108,FCU008_Heating Valve Position,0%,,
//Benson House/108.AV301,,,,Benson House,FCU008,108,FCU008_Number of FCU Fans,4,,
//Benson House/108.AV302,,,,Benson House,FCU008,108,Filter Alarm Setpoint,1000.0 h,,
//Benson House/108.AV303,,,,Benson House,FCU008,108,Heating Valve Motor Time for Design Flow,68.2 s,,
//Benson House/108.AV304,,,,Benson House,FCU008,108,Cooling Valve Motor Time for Design Flow,35.2 s,,
//Benson House/108.AV305,,,,Benson House,FCU008,108,BACstat Keypress,0,,
//Benson House/108.AV306,,,,Benson House,FCU008,108,FCU008_Power Consumption kW,0.5 kW,,
//Benson House/108.AV308,,,,Benson House,FCU008,108,Controller MAC Address,8,,
//Benson House/108.AV309,,,,Benson House,FCU008,108,Master/Slave Poll Interval,60.0 s,,
//Benson House/108.AV310,,,,Benson House,FCU008,108,Auto-Save Interval,60 min,,
//Benson House/108.AV311,,,,Benson House,FCU008,108,Maximum Valve Drives Before Resync,200,,
//Benson House/108.AV312,,,,Benson House,FCU008,108,Control Loop Bias at Shutdown,50.00%,,
//Benson House/108.AV313,,,,Benson House,FCU008,108,Heating Valve Current Motor Time,0.0 s,,
//Benson House/108.AV314,,,,Benson House,FCU008,108,Cooling Valve Current Motor Time,0.0 s,,
//Benson House/108.AV316,,,,Benson House,FCU008,108,Filter Meter,5.50%,,
//Benson House/108.AV317,,,,Benson House,FCU008,108,Power Consumption at Design Air Volume,691.2 W,,
//Benson House/108.AV318,,,,Benson House,FCU008,108,Heating Control Boundary Value,25.00%,,
//Benson House/108.AV319,,,,Benson House,FCU008,108,Cooling Control Boundary Value,75.00%,,
//Benson House/108.AV320,,,,Benson House,FCU008,108,Primary Control Loop Integral Control Rate,0.3 %/m,,
//Benson House/108.AV333,,,,Benson House,FCU008,108,Heating Valve Flow Threshold,19.0 s,,
//Benson House/108.AV334,,,,Benson House,FCU008,108,Cooling Valve Flow Threshold,17.0 s,,
//Benson House/108.AV337,,,,Benson House,FCU008,108,Mains Voltage,230.0 V,,
//Benson House/108.AV338,,,,Benson House,FCU008,108,Mains Current Draw,2.1 A,,
//Benson House/108.AV339,,,,Benson House,FCU008,108,ComTool Keypress,0,,
//Benson House/108.AV340,,,,Benson House,FCU008,108,Heating Element High Limit,100.00%,,
//Benson House/108.AV343,,,,Benson House,FCU008,108,Heating Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/108.AV344,,,,Benson House,FCU008,108,Cooling Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/108.AV350,,,,Benson House,FCU008,108,Waterside Main Control Factor,0.00%,,
//Benson House/108.AV360,,,,Benson House,FCU008,108,Airside Main Control Factor,70.00%,,
//Benson House/108.AV373,,,,Benson House,FCU008,108,Heating Valve Motor Time for Boost Flow,71.2 s,,
//Benson House/108.AV374,,,,Benson House,FCU008,108,Cooling Valve Motor Time for Boost Flow,40.5 s,,
//Benson House/108.AV383,,,,Benson House,FCU008,108,Heating Valve Required Time,0.00 s,,
//Benson House/108.AV384,,,,Benson House,FCU008,108,Cooling Valve Required Time,0.00 s,,
//Benson House/108.AV4,,,,Benson House,FCU008,108,FCU008_Cooling Valve Position,0%,,
//Benson House/108.AV406,,,,Benson House,FCU008,108,FCU008_Standby Power Consumption,49.2 W,,
//Benson House/108.AV5,,,,Benson House,FCU008,108,FCU008_Current Total Air Volume,168.0 L/s,,
//Benson House/108.AV501,,,,Benson House,FCU008,108,FCU008_Power Consumption Total,12922.2 kWh,,
//Benson House/108.AV502,,,,Benson House,FCU008,108,FCU Power Consumption Today,2.7 kWh,,
//Benson House/108.AV503,,,,Benson House,FCU008,108,FCU Power Consumption This Week,24.9 kWh,,
//Benson House/108.AV504,,,,Benson House,FCU008,108,FCU Power Consumption This Month,661.1 kWh,,
//Benson House/108.AV512,,,,Benson House,FCU008,108,FCU Power Consumption Yesterday,6.2 kWh,,
//Benson House/108.AV513,,,,Benson House,FCU008,108,FCU Power Consumption Last Week,33.5 kWh,,
//Benson House/108.AV514,,,,Benson House,FCU008,108,FCU Power Consumption Last Month,1748.7 kWh,,
//Benson House/108.AV520,,,,Benson House,FCU008,108,FCU Power Consumption Last Mon,4650.2 kWh,,
//Benson House/108.AV521,,,,Benson House,FCU008,108,FCU Power Consumption Last Tue,4650.2 kWh,,
//Benson House/108.AV522,,,,Benson House,FCU008,108,FCU Power Consumption Last Wed,4650.2 kWh,,
//Benson House/108.AV523,,,,Benson House,FCU008,108,FCU Power Consumption Last Thu,4650.2 kWh,,
//Benson House/108.AV524,,,,Benson House,FCU008,108,FCU Power Consumption Last Fri,4650.2 kWh,,
//Benson House/108.AV525,,,,Benson House,FCU008,108,FCU Power Consumption Last Sat,4650.2 kWh,,
//Benson House/108.AV526,,,,Benson House,FCU008,108,FCU Power Consumption Last Sun,4650.2 kWh,,
//Benson House/108.AV6,,,,Benson House,FCU008,108,EVO Current Fan Voltage,-2.0 V,,
//Benson House/108.AV601,,,,Benson House,FCU008,108,Lighting Setpoint,920 lx,,
//Benson House/108.AV7,,,,Benson House,FCU008,108,FCU008_Fan 1 Current Air Volume,42.0 L/s,,
//Benson House/108.AV8,,,,Benson House,FCU008,108,FCU008_Fan 2 Current Air Volume,42.0 L/s,,
//Benson House/108.AV9,,,,Benson House,FCU008,108,FCU008_Fan 3 Current Air Volume,42.0 L/s,,
//Benson House/108.BI10,,,1,Benson House,FCU008,108,Multi-Function Input,ON,,
//Benson House/108.BI105,,,1,Benson House,FCU008,108,FCU008_BACstat PIR,OFF,fault,
//Benson House/108.BI11,,,1,Benson House,FCU008,108,Mode Switch,ON,,
//Benson House/108.BO1,,,1,Benson House,FCU008,108,FCU008_Heating Valve Open / Element Energise,OFF,private2,
//Benson House/108.BO2,,,1,Benson House,FCU008,108,FCU008_Heating Valve Close,OFF,private2,
//Benson House/108.BO3,,,1,Benson House,FCU008,108,FCU008_Cooling Valve Open,OFF,private2,
//Benson House/108.BO4,,,1,Benson House,FCU008,108,FCU008_Cooling Valve Close,OFF,private2,
//Benson House/108.BO5,,,1,Benson House,FCU008,108,Standby Sentinal,OFF,polarity|private2,
//Benson House/108.BO6,,,1,Benson House,FCU008,108,Status Light,OFF,private2,
//Benson House/108.BT1,,,,Benson House,FCU008,108,FCU Run Timer,27114.40 Hours,,
//Benson House/108.BT1001,,,,Benson House,FCU008,108,FCU Daily Run Timer,5.13 Hours,,
//Benson House/108.BT1002,,,,Benson House,FCU008,108,FCU Within Bounds Daily Timer,4.68 Hours,,
//Benson House/108.BT1003,,,,Benson House,FCU008,108,FCU Weekly Run Timer,49.92 Hours,,
//Benson House/108.BT1004,,,,Benson House,FCU008,108,FCU Within Bounds Weekly Timer,49.92 Hours,,
//Benson House/108.BT1005,,,,Benson House,FCU008,108,FCU Within Bounds Monthly Timer,1135.10 Hours,,
//Benson House/108.BT1006,,,,Benson House,FCU008,108,Heating Valve Opening Daily Timer,0.07 Hours,,
//Benson House/108.BT1007,,,,Benson House,FCU008,108,Heating Valve Closing Daily Timer,0.09 Hours,,
//Benson House/108.BT1008,,,,Benson House,FCU008,108,Cooling Valve Opening Daily Timer,0.77 Hours,,
//Benson House/108.BT1009,,,,Benson House,FCU008,108,Cooling Valve Closing Daily Timer,0.85 Hours,,
//Benson House/108.BT1010,,,,Benson House,FCU008,108,FCU Monthly Run Timer,1135.10 Hours,,
//Benson House/108.BT1011,,,,Benson House,FCU008,108,Time to Heating Setpoint,0.070 Hours,,
//Benson House/108.BT1012,,,,Benson House,FCU008,108,Time to Cooling Setpoint,0.000 Hours,,
//Benson House/108.BV1,,,,Benson House,FCU008,108,FCU008_Run Status,RUN,,
//Benson House/108.BV10,,,,Benson House,FCU008,108,Full Cooling Mode,OFF,,
//Benson House/108.BV1001,,,,Benson House,FCU008,108,FCU Within Bounds,ON,,
//Benson House/108.BV1002,,,,Benson House,FCU008,108,Sticky Cooling Valve,OFF,,
//Benson House/108.BV1003,,,,Benson House,FCU008,108,Cooling Valve Stuck,OFF,,
//Benson House/108.BV1004,,,,Benson House,FCU008,108,Sticky Heating Valve,OFF,,
//Benson House/108.BV1005,,,,Benson House,FCU008,108,Heating Valve Stuck,OFF,,
//Benson House/108.BV1006,,,,Benson House,FCU008,108,Cooling Setpoint Timer Enable,OFF,,
//Benson House/108.BV1007,,,,Benson House,FCU008,108,Heating Setpoint Timer Enable,OFF,,
//Benson House/108.BV11,,,,Benson House,FCU008,108,Neutral Mode,OFF,,
//Benson House/108.BV12,,,,Benson House,FCU008,108,Boost Mode,OFF,,
//Benson House/108.BV13,,,,Benson House,FCU008,108,FCU008_BMS Run Signal,RUN,,
//Benson House/108.BV14,,,,Benson House,FCU008,108,FCU008_BMS Occupancy Signal,OCCUPIED,,
//Benson House/108.BV15,,,,Benson House,FCU008,108,BACstat Control Signal,OFF,,
//Benson House/108.BV16,,,,Benson House,FCU008,108,Fabric Protection Active,OFF,,
//Benson House/108.BV2,,,,Benson House,FCU008,108,FCU008_Occupancy Status,OCCUPIED,,
//Benson House/108.BV20,,,,Benson House,FCU008,108,Master Alarm,OFF,,
//Benson House/108.BV201,,,,Benson House,FCU008,108,Disable Variable Air Volume,OFF,,
//Benson House/108.BV202,,,,Benson House,FCU008,108,Optimum Start Enabled,OFF,,
//Benson House/108.BV203,,,,Benson House,FCU008,108,Integral Control Enabled,OFF,,
//Benson House/108.BV204,,,,Benson House,FCU008,108,BACstat Connected,OFF,,
//Benson House/108.BV205,,,,Benson House,FCU008,108,Room Stat Potentiometer Connected,ON,,
//Benson House/108.BV207,,,,Benson House,FCU008,108,Reset BACstat Setpoint on BMS Stop Signal,OFF,,
//Benson House/108.BV208,,,,Benson House,FCU008,108,Use PIR for Run Status,OFF,,
//Benson House/108.BV209,,,,Benson House,FCU008,108,Disable Boost Mode,ON,,
//Benson House/108.BV21,,,,Benson House,FCU008,108,Generic Alarm,OFF,,
//Benson House/108.BV210,,,,Benson House,FCU008,108,ECO Start Enabled,OFF,,
//Benson House/108.BV211,,,,Benson House,FCU008,108,ECO Start Triggered,OFF,,
//Benson House/108.BV22,,,,Benson House,FCU008,108,Filter Alarm,OFF,,
//Benson House/108.BV23,,,,Benson House,FCU008,108,Condensate Alarm,OFF,,
//Benson House/108.BV236,,,,Benson House,FCU008,108,Get Run Status from Master FCU,OFF,,
//Benson House/108.BV237,,,,Benson House,FCU008,108,Get Control Temperature from Master FCU,OFF,,
//Benson House/108.BV238,,,,Benson House,FCU008,108,Get Occupancy from Master FCU,OFF,,
//Benson House/108.BV239,,,,Benson House,FCU008,108,Get Setpoint from Master FCU,OFF,,
//Benson House/108.BV24,,,,Benson House,FCU008,108,Fan Failure Alarm,OFF,,
//Benson House/108.BV25,,,,Benson House,FCU008,108,Sensor Failure Alarm,OFF,,
//Benson House/108.BV26,,,,Benson House,FCU008,108,Heating Alarm,OFF,,
//Benson House/108.BV27,,,,Benson House,FCU008,108,Cooling Alarm,OFF,,
//Benson House/108.BV28,,,,Benson House,FCU008,108,Element Cutout Alarm,OFF,,
//Benson House/108.BV302,,,,Benson House,FCU008,108,Disable Fans,OFF,,
//Benson House/108.BV303,,,,Benson House,FCU008,108,Heating Valve Resync Required,OFF,,
//Benson House/108.BV304,,,,Benson House,FCU008,108,Cooling Valve Resync Required,OFF,,
//Benson House/108.BV305,,,,Benson House,FCU008,108,PIR Activated,OFF,,
//Benson House/108.BV306,,,,Benson House,FCU008,108,Reverse Valve Operation,OFF,,
//Benson House/108.BV307,,,,Benson House,FCU008,108,Disable Fan Auto-Setup,OFF,,
//Benson House/108.BV308,,,,Benson House,FCU008,108,Disable Valve Auto-Setup,OFF,,
//Benson House/108.BV309,,,,Benson House,FCU008,108,Calibrate Sensors,OFF,,
//Benson House/108.BV310,,,,Benson House,FCU008,108,Test Power Consumption,OFF,,
//Benson House/108.BV311,,,,Benson House,FCU008,108,Save to Flash Required,OFF,,
//Benson House/108.BV312,,,,Benson House,FCU008,108,Load from Flash Required,OFF,,
//Benson House/108.BV313,,,,Benson House,FCU008,108,Heating Valve Resync in Progress,OFF,,
//Benson House/108.BV314,,,,Benson House,FCU008,108,Cooling Valve Resync in Progress,OFF,,
//Benson House/108.BV316,,,,Benson House,FCU008,108,Recently Changed Status,OFF,,
//Benson House/108.BV317,,,,Benson House,FCU008,108,Heating Element Delay Active,OFF,,
//Benson House/108.BV318,,,,Benson House,FCU008,108,Fan Delay Active,OFF,,
//Benson House/108.BV319,,,,Benson House,FCU008,108,Test Outputs,OFF,,
//Benson House/108.BV323,,,,Benson House,FCU008,108,Heating Valve Drive in Progress,OFF,,
//Benson House/108.BV324,,,,Benson House,FCU008,108,Cooling Valve Drive in Progress,OFF,,
//Benson House/108.BV325,,,,Benson House,FCU008,108,Valve Setup Data Recalc Required,OFF,,
//Benson House/108.BV326,,,,Benson House,FCU008,108,Fan Setup Data Recalc Required,OFF,,
//Benson House/108.BV327,,,,Benson House,FCU008,108,Reset Run Time Alarm,OFF,,
//Benson House/108.BV328,,,,Benson House,FCU008,108,Clear Manual Overrides,OFF,,
//Benson House/108.BV329,,,,Benson House,FCU008,108,Allow Manual Overrides to Persist,OFF,,
//Benson House/108.BV330,,,,Benson House,FCU008,108,Reset Bias,OFF,,
//Benson House/108.BV331,,,,Benson House,FCU008,108,Recall Previous Output Bias at Startup,OFF,,
//Benson House/108.BV332,,,,Benson House,FCU008,108,Update Outputs,OFF,,
//Benson House/108.BV5,,,,Benson House,FCU008,108,Optimum Start,OFF,,
